,response,score,observed
135, A girl and a boy are holding hands and walking along a beach path to their home.,6.0,3.0404815673828125
136,"They do not argue with propositions; they argue with good looks, celebrities and commercials.",4.75,3.4327449798583984
137," A baby is lying face down on a pillow, but his arms are pressing him up so he can smile at the camera.",4.25,3.1151905059814453
138, his expression is emotionless .,3.0,2.6969056129455566
139, Someone who had surgery and been beaten up.,5.75,4.4617204666137695
140,"(Microsoft's CEO was once asked, in a technical interview, what he would do if he saw a baby lying in an intersection:",7.0,3.513096809387207
141, An image of a young girl crying for some reason.,4.5,2.71313738822937
142, she was holding a cigarette far away from here.,5.25,2.714890480041504
143, The old man is not eating good food.,3.75,3.141554355621338
144,"“On a par with any you may find in Chicago, New York, or London,” she adds.",3.25,2.6724162101745605
145, he is afraid to make eye contact.,4.25,2.564088821411133
146, The baby is chubby.,5.0,3.8463377952575684
147, This is a regular picture of a young man.,3.75,2.375171661376953
148," a man is wearing a suit, he is looking at something and seems confused.",3.0,3.5656609535217285
149, He looks sad.,2.5,3.478846788406372
150, the man in white is cowering.,4.75,2.7473316192626953
151, I hope he survives.,1.75,3.1832058429718018
152,  he is being held in a towel by someone.,5.0,6.01315450668335
153,"When the protests drew tens of thousands, Van der Heyden said, she was stunned to see as many boys as girls in the crowds, “and yet no one ever challenged the leadership of the female organizers.",4.5,2.473327398300171
154, There is also a chalkboard and a map behind .,5.75,3.1936187744140625
155, An image of a man holding a gun while wearing sunglasses in a place far from here and many years ago.,6.5,4.038776397705078
156, A person is under emergency care.,6.25,3.0318679809570312
157, Her face looks angry.,3.0,3.8209052085876465
158, I feel neutral looking at this.,1.5,3.050593137741089
159,"There is a blonde lady sitting, posing for a photo with the ocean in the background, she has a denim shirt.",5.75,3.093733787536621
160, its cute and doesn't have teeth yet.,3.75,2.708623170852661
161, in that other bedroom there was blood splattered over the wall and the pillow.,6.0,3.5158531665802
162, There seems to be a dead body.,4.75,2.973392963409424
163, There were fire fighters at the scene and the car was pretty badly damaged as it had hit a pole.,5.75,3.2048792839050293
164, His left hand is on his hip.,6.25,2.9931890964508057
165, A woman has bruises on her face and it looks like she was punched in the eye and her eye is red as well.,5.25,4.0661492347717285
166, Boy staring up in fear.,4.5,3.181584358215332
167,Every second that they waste is a second that the Patriots don’t have to advance.,3.75,2.9624266624450684
168, A man has just hit a woman with blonde hair.,5.75,4.271955490112305
169, Maybe a wedding? Reminds me of family portraits.,3.75,3.43274188041687
170,"The high earners at the top of the pile serve as motivation to newbies, and a big part of what they sell isn’t a physical product at all, but the promise of independent wealth and success, whether it comes from selling yoga leggings or teaching yoga classes.",3.0,3.5918526649475098
171, Is the emotion rage or grief or shock.,1.25,2.7630362510681152
172,"But when heterosexual men say they’re looking for something “drama-free,” I suspect they want something that doesn’t exist: a problem-free partnership with someone who has no life experience.",3.0,2.8040661811828613
173, A mother or woman is scolding a kid who appears to be sitting in a closet.,4.0,5.064968109130859
174,A smiling man with a big mustache  .,6.0,3.3395891189575195
175, The area around them is destroyed.,5.75,3.63510799407959
176, Cute baby crawling on a throw pillow.,4.0,2.374542236328125
177," this lady is screaming in the back with her hands up, while her man is looking moody at the front with his arms crossed.",3.75,2.3502590656280518
178,A mother is holding a chubby baby's hand and he is looking up.,5.75,3.324531078338623
179, a person has a hole where the nose should be and is missing an eye.,6.75,3.1531219482421875
180, He has a neutral face and is wearing black.,4.5,3.1819262504577637
181, Not a whole lot of feeling.,2.75,2.5319037437438965
182,"I was coaching [another blogger], and they were more professional, clinical, and I started teaching them — ‘Okay, share more of your personality.",3.5,2.7602455615997314
183, More burn victim stuff.,4.75,2.6262145042419434
184, The signs are in a language I don't recognize.,4.75,2.9357876777648926
185," happened else where, gang behavior, the guy looks scared.",4.25,3.613323211669922
186, They are both wearing white and he looks very content and so does the child.,3.5,3.9445013999938965
187, It looks incredibly painful.,2.25,6.750893592834473
188, A girl sits at a desk and reads a book.,5.75,3.812919855117798
189,"In it, Rosen revealed for the first time the extent of the losses to music history that occurred during a fire at Universal Studios in 2008 that burned the masters of many important musical works.",6.0,2.650179147720337
190, He has blue eyes and is wearing a white button down and a blue/grey jacket.,7.0,3.9298317432403564
191, You can see the person's lungs and heart and their stomach.,7.0,3.2291665077209473
192, Just a child laying down in the grass.,5.25,3.1102070808410645
193, a really disturbing picture of something wrong with a lady's breast.,3.75,3.3976197242736816
194, Her attention is engaged on something that is not within view.,7.0,2.762345314025879
195," Somewhere in the world, someplace in time, a masked man brandishes a knife.",7.0,3.327549695968628
196, He is wearing a beige tee.,7.0,3.3398919105529785
197, Looks like it is from the 90's or possibly early 2000's based on the telephone.,3.0,3.523592472076416
198, he has a cold stare on his face and a slight scowl.,4.75,3.44429874420166
199," This is an image of a smiling, young baby.",6.5,3.637594223022461
200, An old man is standing in a kitchen area next to a fridge.,6.5,2.3513894081115723
201,A baby is crawling through dead leaves.,6.5,3.014477014541626
202, There is a guy behind him also upset because his mouth.,4.0,2.74334979057312
203, The baby was in a hospital-like environment.,5.0,3.718571186065674
204," Also, reading is good and getting learnt is awesome.",3.0,2.776594638824463
205," Decades ago and in a country far away, a person held a gun threateningly at something.",5.75,2.8925797939300537
206, the window looks frosted over somehow.,4.75,2.799243927001953
207, A man is putting a gun against a woman's cheek.,6.0,2.3036434650421143
208,Cammie L: Thoughts are not the enemy!,2.75,4.225681304931641
209," There is a body corpse lying down on a yellow tarp, with his/her belongings.",5.5,2.4136557579040527
210," He is holding a guitar, wearing a plaid red shirt.",6.5,2.617157459259033
211, the hand is bloody and is missing fingers.,6.5,3.2343878746032715
212," While it is pretty staged, it makes me feel bad as it reminds me of memories I try to forget.",2.5,3.0692689418792725
213,"Another dead person, or maybe still slightly alive.",4.5,3.2841033935546875
214, She might be a brownie.,3.25,3.168349266052246
215,"A woman's face is completely smeared with blood, except her eye area is clean.",7.0,3.2040257453918457
216,And the same thing the other way around...,2.25,4.030589580535889
217," It's a little shocking, but not entirely disturbing.",2.25,3.9872889518737793
218, The chef holding the baby looks so happy and the baby looks adorable in their little bonnet.,3.25,2.9012644290924072
219, Someone murdered him.,6.5,2.457505464553833
220, someone is point at another person's head using his gun.,6.75,4.27888298034668
221, It is a nice image of the two boys intent.,2.25,3.2493247985839844
222,Bilal first heard about the promise of affiliate marketing blogging on Pinterest.,7.0,2.5284409523010254
223,"In an image-centered and pleasure-driven world, Postman noted, there is no place for rational thinking, because you simply cannot think with images.",3.0,2.9292054176330566
224, I do not think that a lot is going on in this picture.,2.0,3.2873716354370117
225, A girl has a very bloodied and cut up face and looks severely mutilated.,6.0,3.054957628250122
226,"She also expressed concern that the numbers are higher, at least on OkCupid, the younger the men get.",4.5,3.2416863441467285
227, It is propped up on its elbows.,6.25,3.5904369354248047
228," The picture is fairly unclear but I can make out a hand, an arm and what looks to be a body.",4.25,2.82851505279541
229," A man is slicing a woman's throat, scary, killing silently.",4.0,5.034878730773926
230, there is a crowd behind him.,7.0,2.9006433486938477
231, Some surgeons stand over an operating table with tools in their hands.,7.0,3.6009907722473145
232, I am not so sure what he is thinking.,1.75,2.477564573287964
233, There is a mans face that is badly disfigured.,5.0,3.361841917037964
234, There is a white truck in focus.,6.75,3.069812297821045
235, There is a baby that has been very badly injured and is hopefully receiving medical attention .,4.5,2.694215774536133
236, A woman is showing a scar on her hip area.,7.0,3.750051498413086
237,The literal physical destruction of film stock for its more-valued component parts feels like a fitting metaphor for the general willingness to let cultural heritage dissolve into the ether.,2.75,3.572730779647827
238,The Alamo Complex and Alamo Plaza are considered cemeteries under the law.,7.0,3.279113531112671
239, There is a man who is in a hospital bed and is holding onto a metal bar above him.,6.75,3.2059438228607178
240, His skin tone is very red/orange and he looks like he is in the middle of saying something.,5.0,2.9427006244659424
241, She had earrings on .,6.25,3.119236707687378
242, it looks like they're at an event.,4.5,3.902076482772827
243,"Once upon a time, women had voluminous pockets, though not always attached to their clothes.",5.5,2.5052244663238525
244, He looks at a man in a suit.,6.25,2.5112061500549316
245, One is going to open the left door.,6.75,2.565178632736206
246, there is a woman that seems to be sad and another woman is comforting her .,3.75,3.3936095237731934
247, the parents are wearing black.,6.75,2.386383056640625
248, All of them are tied up and naked.,6.5,2.8005728721618652
249,"Pockets, Carlson says, imbue their owners with many attributes both sexes desire equally: being prepared, mobile and hands-free.",5.0,3.1534318923950195
250, They are throwing their friend in the air.,6.75,2.38838267326355
251, His smile looks scary.,2.5,3.055659055709839
252, Nothing is being done much in this scene.,3.0,4.184562683105469
253,"And the simple fact of the matter is that streaming is, as of yet, unable to serve as a replacement for the vast oceans of VHS tapes and DVDs that cluttered up your local rental shop.",1.25,3.226405143737793
254, She looks like she's really into the book.,1.75,2.820885181427002
255, His mother is carrying him.,7.0,2.5005486011505127
256, She has a lot of tubs connected to her and may be a little sick or unwell.,7.0,4.271971225738525
257,They effectively democratized the ability to contribute to the global corpus of knowledge.,2.75,3.1280174255371094
258, his hair is swept to one side and he has blue eyes.,7.0,2.081145763397217
259, A man with a bandana over his nose and mouth is holding a gun while looking off to the side.,7.0,2.438643217086792
260, There is scene of murder and  blood.,7.0,3.1259512901306152
261,"This is an image of an individual next to a window; they are wearing blue pants, and it is snowing outside.",7.0,3.1935555934906006
262," He is receiving treatment, maybe in an ambulance.",6.0,3.237229824066162
263," good life, living well, looks happy.",2.25,2.792074680328369
264, I'm assuming the baby is a girl because her ears are pierced.,3.5,2.776350736618042
265, There is an old man wearing a jacket and a button-up shirt.,6.5,2.6868484020233154
266," This is a graphic picture of a person, bloodied and with much damage done to their face.",6.5,3.41367244720459
267,I'm disappointed because this poor kid is crying while someone holds him from behind.,2.25,2.624269962310791
268, Hope the death was quick.,2.0,3.4117043018341064
269, There is a person who looks dead and has an open wound on its chest and its body is covered in blood unfortunately.,3.25,3.1607885360717773
270,"There have been many studies around how people consume media, and they have all found that the problem isn't what people think it is.",3.25,3.176301956176758
271, His burn's are on his face and look relatively recent.,3.25,2.89910626411438
272, The child appears to be distraught.,3.25,2.6158900260925293
273," A burned body, it almost looks inhuman or made of stone.",3.75,3.095959186553955
274,Tommasiello originally gained online attention for being a fixture in the NYC club and party scene; his Instagram handle is tattooed on his right wrist.,6.5,3.2759506702423096
275, She is wearing a hat and long socks.,6.75,2.9487762451171875
276," They are in the middle of an argument and the woman is like ""what am I supposed to do"".",4.0,5.174341678619385
277, There is a man holding a knife to her throat.,7.0,3.109053134918213
278," Long time ago, far away, someone masked was looking evilly ahead, ready to pounce.",6.25,3.783273935317993
279, disagreement between mother daughter and mom looks confused.,4.25,2.380575180053711
280, Just a crusty looking white girl.,2.75,2.158101797103882
281,A man is yelling at a woman and is pointing his hands at her.,7.0,2.990818500518799
282, These three boys are looking at something off camera that is funny and exciting to them.,6.75,3.0820937156677246
283, They seem to have an infection of some kind and it looks like alien slugs.,2.75,2.4722414016723633
284,"A child wear red in between two adults wearing black, he covers his ears.",7.0,2.702195405960083
285, White man is choking a white women while he hits her.,7.0,3.2812938690185547
286, There are 5 people shown.,6.75,3.8564345836639404
287, A car flipped and firemen and other people saving someone that person was probably in the car.,6.5,2.534818649291992
288,Share more of your story.,5.5,3.09236216545105
289, A man is grasping a woman's throat some time ago in the past.,6.5,2.6215908527374268
290, There is a boy running past an armed gunman.,6.75,3.32505464553833
291, People looking at a car doing some shady stuff.,3.5,3.0806126594543457
292, there is a dead mans body its very bloody in the face and it is split at the nose.,7.0,2.835153818130493
293,there is a severed hand that is balled in a fist .,7.0,2.8035144805908203
294, That is such a cute baby.,1.5,2.624814748764038
295, Firemen are rescuing woman from a fire.,6.25,2.8402905464172363
296, Looks to be a child maybe from the rubble of a collapsing building.,3.75,2.4974122047424316
297,"I move my body because I know it helps with my anxiety, I know it helps to clear my mind, I know it's essential for my well-being.",1.75,2.9121170043945312
298, Babies are very good.,1.25,3.29465389251709
299, I have no negative emotions related to this image.,1.5,3.6560659408569336
300," his face had been disfigured, his lips were curled in and his skin was peeling.",6.5,3.1200222969055176
301, The other woman was frustrated at that time too.,2.75,3.741636276245117
302," person staring into the face, neutral picture, not much happening.",2.75,3.3631703853607178
303,"But when we look at young people, we don't see the same problem as we do with the older generation.",3.5,2.4708619117736816
304, a Young girl is sitting in a chair reading a book.,6.75,3.2582058906555176
305, he had on a mask so no one could see his face.,5.5,2.522050380706787
306, Blood is covering certain areas .,7.0,2.265583038330078
307, This is a nice picture of a chef holding a baby.,2.75,2.5714709758758545
308," Again, looks like it's from Eastern Europe, but a man in a black suit is holding the collar of a man in a beige suit.",5.0,3.15960431098938
309, there is a little baby girl sitting in a hospital wheelchair with many tubes attached to her.,6.5,3.7414612770080566
310, A bloodstained man is trying to escape from some soldiers.,6.0,2.6997761726379395
311, this picture is blurry too which feels like the picture was taken while they were moving.,4.0,2.9845573902130127
312, Face is white with blank expression.,4.25,3.258037567138672
313, A corpse with a slit throat.,6.75,3.6295723915100098
314, A person has duct tape over their mouth with police officers surrounding them far in the past/long time ago.,6.5,3.2403061389923096
315, He has professional clothes on.,4.25,2.742238998413086
316," Person made to look a little unkept, holding a guy with anger.",4.75,3.861581802368164
317, There is a woman looking away from the camera.,6.75,2.8849072456359863
318," The guy is playing a guitar but does not seem to have an audience, the scene seems kind of sad, he is in a town and trying to make a living.",2.75,3.3887739181518555
319, There's a really happy baby in the photo who's looking straight ahead.,3.5,3.5052578449249268
320, A man looking at a woman that is pointing her finger to him.,6.5,3.519496202468872
321, There is a man pointing a gun towards someone's home.,6.75,3.7837541103363037
322," two older individuals stand at a dock of some bay, and wave at the camera.",6.5,2.4782772064208984
323,But IT IS real!,1.0,2.7461843490600586
324, She lay passed out with a bottle of pills strewn next to her .,6.5,3.183413028717041
325, The woman rests her hand on her head.,7.0,3.6623260974884033
326, The day looks very sunny also.,3.25,4.140186309814453
327, A woman points accusingly at a man.,4.25,2.75793194770813
328," a young doctor is holding a folder and examining the reading on a device in her office, stethoscope around her neck.",7.0,3.1664156913757324
329,Young families are on their own.,2.5,3.2548885345458984
330, Wonder what they are reading? Awesome .,1.75,2.641252040863037
331, A gun is being held by two hands with the fingers on the trigger.,7.0,2.8114817142486572
332, It's a pair of people throwing a kid out of the water in a pool.,6.5,3.0786285400390625
333,Honestly I can't tell what this is? I think it's a mouth because I see teeth but it is hard to be sure.,3.0,3.3136932849884033
334,How do you actually play all those drums?,2.75,2.881899833679199
335," A kid with a very deformed mouth, tongue sticking out.",5.0,3.232581615447998
336,But you get it.,1.5,3.0799078941345215
337, The lady is for sure dead and she has been dead for a while.,2.25,2.892043113708496
338, This image makes me feel really sad.,1.0,2.6947712898254395
339,An image of a severed person's hand due to an accident many years ago in a country far from here.,6.5,3.5952303409576416
340, An old man in head to toe plaid is holding a pot of some kind of soup.,5.75,3.045900344848633
341," In another country, there is a pile of naked or almost naked bodies on the floor, covered in blood and dirt.",6.25,3.212588310241699
342, A young girl is reading a book.,6.25,3.7338528633117676
343, It is skinny and bloody.,6.75,2.962344169616699
344," the mother and son are looking at something in the sky, maybe a plane or something or maybe a tv monitor.",2.75,6.122241020202637
345," Three kids are having fun in a pool, splashing in the water as they throw a friend up and out of the pool and into the water.",6.75,3.0089080333709717
346, The guy is probably someone he knows since he isn't looking at .,2.25,4.112191677093506
347, An image of a man holding a gun and a kid running in a country far from here and many years ago.,6.5,3.966820001602173
348," this is an injured, mangled face.",6.5,2.849536418914795
349," there is a girl by a car and she is screaming, she is crying.",6.25,3.616183042526245
350, Cute baby with an extremely large head compared to where it looks like his hairline is coming in.,2.25,2.284546375274658
351," She looks mad at the guy and the guy is trying to figure out what he did, kind of funny .",1.25,3.2443723678588867
352," This kid has his arms crossed and looks kind of upset, he might be in time out .",4.0,3.011561155319214
353, there is a burnt dead body on a table with a laceration on its left side.,6.75,2.9482109546661377
354, There was a gun pointing towards someone.,6.5,3.243232250213623
355, Probably a decent way to die though very quick/efficient.,1.5,5.9412970542907715
356, The baby is cute and seems happy.,2.0,2.6796703338623047
357,"Sometimes I follow my breath, or I sit with the feeling of expansion in my chest.",6.5,3.475403308868408
358, A lady is pointing at a man.,6.5,2.3901076316833496
359, They are both standing next to other camouflaged soldiers.,6.5,3.2478408813476562
360," He looks relaxed, and the window is bright with trees outside.",4.25,2.801314353942871
361," The little girl, who looks older, is holding a blue pail.",6.75,3.7414608001708984
362, Very marred body.,3.75,2.969172477722168
363," It is dimly lit from the inside, but that might be the effect of the fire.",3.0,3.1501264572143555
364," This image makes me feel romance, as if I am in some Victorian era melodrama with this being the hero who falls in love with the .",1.75,3.352721691131592
365, A man is skiing down a very steep slope.,6.0,2.9119389057159424
366, It is cold because they have hats on.,3.25,3.2689931392669678
367,  And seeing the eyes I can't imagine the suffering and I don't want to.,2.25,3.599024772644043
368, I feel pretty neutral towards this image but it does feel like this person is slightly judging me.,1.25,5.867081165313721
369, he could be a thief or murderer.,2.25,3.177157163619995
370, That's a happy baby.,2.0,3.9829492568969727
371, the incident happened far from here.,6.75,2.6652474403381348
372, the woman is holding her head and the man is gesturing at her.,6.5,3.0893476009368896
373, Person's features cannot be seen.,6.25,3.000241756439209
374, I like the fact that interracial kids are reading together and hanging out together.,2.0,2.5972931385040283
375, It looks like it must be removed.,3.0,2.4273366928100586
376, a man is looking at the camera.,6.5,2.420738458633423
377, He's smiling and seems to be looking at someone/something.,4.75,3.1057355403900146
378, She is impeaching him.,5.5,2.206951141357422
379, I feel kind of hopeful.,1.5,3.1754233837127686
380, it looks like a mutilated bloody face.,4.25,3.187160015106201
381, This one looks like burns maybe? Face is red and has lots of holes in it. I hate looking at holes in peoples.,2.5,2.557847499847412
382, There are multiple lacerations on his chest.,6.75,2.877840280532837
383,There is a woman looking down and to the side with her finger on hr temple.,7.0,3.020540714263916
384, there is a dead beaten body with multiple stitches and some dried blood .,6.5,2.7823596000671387
