,response,score,observed
49, It seems like it is a rather sinister mask and could potentially be for a bank robbery.,2.0,5.471542835235596
50, Is SVR the soviet union? Is this a soldier? .,2.75,5.001412391662598
51, he is wearing a shirt with a plaid collar .,1.75,4.612083911895752
52, there is a chef holding a baby.,1.75,3.8553714752197266
53, A burned kid with a lot of injuries and blood on his body laying on a bed.,1.5,2.942899227142334
54, Looks to be a police photograph.,2.25,4.742485523223877
55, A child and a woman are looking up at something and both seem interested.,2.0,3.7650389671325684
56," If this is a person, what happened to them? Can barely make out their features, but I can't judge .",2.25,2.6499526500701904
57, The man seems to be shouting or something.,1.75,6.019187927246094
58, he has a dark shirt.,1.75,2.082777738571167
59, She has a notebook in front of her and is wearing a large suit with pearls.,1.75,5.516438961029053
60," he has brown hair, tan, shirt dark.",1.75,4.93393611907959
61, The man is hot and has a violin that he wants to play for the ground.,1.75,5.505557537078857
62, A person is holding a gun towards the camera somewhere very far away from me with two other people on either side of the person holding the gun.,7.0,3.5440468788146973
63, The man looks like he spotted someone he knew far off in the distance.,7.0,4.474564075469971
64, There was a man who just finished punching a woman in the face it looks like and the woman recoiled back because .,6.25,4.319177150726318
65," a long time ago, a man grabbed a woman by her neck as she resisted and grabbed his arm to pull away.",7.0,5.9902238845825195
66, Guy on couch is having a chill time .,3.25,3.3773202896118164
67,Historic evidence is shelved.,2.75,4.193088531494141
68," He is young in age so this cant happen to you now at this day and age, he probably spilled something or hid bc he knew he was in trouble.",6.25,5.617895126342773
69, This took place in a location far away and occurred a long time ago.,7.0,2.906557559967041
70,Gui estimates that she spends around three to four hours on Instagram per day on average.,3.25,6.577845096588135
71," In a different country, there is a man pictured in a hospital with his chest exposed and his mouth and nose strapped into a breathing machine.",5.0,4.842639446258545
72, This is an image of a teacher who is in the middle of saying something.,3.25,5.113414764404297
73, There are three men all standing in black and white tuxedos.,2.0,5.974352836608887
74,There are many terrible examples of this.,2.75,3.7991256713867188
75,"Again, that's a stunning 99 percent chance to win based on the score, along with the fact that the Falcons had the ball with almost a sure field goal.",6.0,3.462656021118164
76, an old picture from a medical textbook showing someone who has had their neck cut.,5.0,2.722104787826538
77,"We know our customers, and we know each other.",2.75,5.3629255294799805
78," there is an old man with swollen and potentially infected skin below his eyes/eyebag area, his eyes are teary .",1.75,3.3772902488708496
79," like yesterday, I feel intimidated and awkward by the guy with pretty eyes staring me in the face.",2.25,4.068085193634033
80,"The GLO, is discounting people because they are indigenous to Texas, materially less off, or because they couldn’t place a granite monument up that would last 300 years.",2.5,6.215998649597168
81, A woman disciplines a kid hiding in the closet.,1.75,4.1664628982543945
82, There a group of men who seem to be holding someone up in a car.,2.0,4.93346643447876
83, Would like to meet these men they seem wholesome and friendly I feel relaxed.,1.75,4.235504150390625
84, He seems like he's got a lot on his mind.,1.75,5.66544246673584
85, someone's hand is extremely mutilated.,1.75,3.6063661575317383
86,"San Francisco, Oakland, and Somerville, Massachusetts, recently became the first cities in the country to ban the technology.",2.0,4.159958362579346
87, Seems quiet like no one's bothering her.,1.25,6.2243242263793945
88,A neonate hooked up to tubes.,1.0,3.7743682861328125
89, I like the film aesthetic .,1.75,2.894508123397827
90, If it is not fake this person has gone through a serious injury.,2.25,6.6465983390808105
91,"I’ve been blogging for two years on this blog and let me tell you, starting a mom blog was the best decision I ever made.",6.0,3.874730110168457
92, This is a picture of a hand holding a revolver.,2.5,5.390495300292969
93,This guy looks really tired and maybe a bit upset because the picture gives off a depressing vibe.,1.25,6.107300281524658
94, very happy that this boy has clothes on him and is resting/not crying in a beautiful day in fall.,2.75,4.2363691329956055
95,"An old photograph of someone who has suffered a very deep cut on their face, spanning from the forehead to the jaw.",3.75,5.072093486785889
96, Her posture makes her seem calm and she seems to be.,1.25,3.636220932006836
97, this is a posed photo of two men in a city and one man is trying to threaten the other one who looks vaguely uncomfortable .,2.25,2.846890926361084
98, The man is looking at the camera while the woman is looking at the man.,2.75,5.560089588165283
99, this is really unpleasant the body looks really mangled and gross.,1.5,3.252696990966797
100, the one guy is threatening the other guy and holding his shirt.,1.25,4.530395984649658
101, Half his face is missing and bloodied.,1.25,4.3323211669921875
102," A man looking over, neutral expression.",1.5,6.514377117156982
103, It is a gruesome image and it makes me feel scared.,1.5,5.597901344299316
104,there is a dead woman with a bloody face her nose is specifically the most bloody part .,1.0,5.440438270568848
105," This is a group of people dead, bruised and bleeding.",1.5,4.031946659088135
106," That hand is really mangled, that looks incredibly painful.",1.25,4.959837913513184
107,An image of a baby in some kind of incubator.,2.5,3.1683132648468018
108, A dead man with his throat slashed and possible chest injuries.,1.0,7.531030178070068
109, No one else is in the photo though and there's no imagery of someone being harmed.,1.0,6.420217037200928
110, the car door is open.,1.0,5.427483081817627
111," She has somewhat disfigured body features, like she does not have breasts.",1.5,4.848417282104492
112,On Saturdays she stays in and prepares all her photos for the week ahead of time.,3.0,2.576508045196533
113, It is propped up on its elbows and smiling for the camera.,1.75,3.8912558555603027
114," One man is in a beige suit, and the other is in a dark suit.",1.25,5.570435523986816
115," Very burned, the exposed flesh and ash juxtaposition is scar.",1.5,2.90328311920166
116, she has glasses and short blonde hair.,1.75,4.982570171356201
117," The man is pointing his gun towards the lady, who is obviously .",2.25,5.473238468170166
118, a man had duct tape around his head.,5.0,4.043420791625977
119, There was a white man wearing a red shirt choking a young woman who did not seem to be enjoying at all .,7.0,2.9867091178894043
120, Man left side of face is completely gone.,1.0,4.30718994140625
121," There are a bunch of people, mostly firemen, surrounding a car that has just crashed into a tree.",2.0,4.826329231262207
122, This is a very disturbing image.,2.25,4.7354254722595215
123," His finger was on the trigger, ready to fire.",6.0,4.080950736999512
124, also could be gooby from meet the robinsons lol I'm a fan of this dude.,3.0,3.8237528800964355
125, I love to see a child reading and she already has better fashion than me.,2.75,4.822682857513428
126, I don't really feel anything to this because I don't know what she's doing.,1.75,3.5234572887420654
127,“’It’s the very first time in Belgium that a [mass movement was] started by two women and not about feminist rights.’,7.0,6.729366302490234
128," She seems to be wearing lipstick, and has bangs covering her face.",2.5,4.569979190826416
129,"He is wearing sunglasses, and a backwards cap who is pointing the gun at a black dude in a car.",2.5,4.8789873123168945
130," The thief is caught in the middle of his robbery, shocked.",2.5,3.643040657043457
131, a man in a cowboy hat once was playing a guitar a long time ago.,7.0,5.016603946685791
132, the baby has really dark sweet eyes.,3.0,3.477694511413574
133,Whatever it takes.,1.0,5.793054103851318
134,That’s how I made my way into this niche where there was no one else.,6.75,5.715147495269775
135, A girl and a boy are holding hands and walking along a beach path to their home.,1.75,4.676383972167969
136,"They do not argue with propositions; they argue with good looks, celebrities and commercials.",2.75,4.058401107788086
137," A baby is lying face down on a pillow, but his arms are pressing him up so he can smile at the camera.",2.0,4.188706398010254
138, his expression is emotionless .,1.0,5.194980621337891
139, Someone who had surgery and been beaten up.,5.0,4.136913299560547
140,"(Microsoft's CEO was once asked, in a technical interview, what he would do if he saw a baby lying in an intersection:",7.0,6.139317512512207
141, An image of a young girl crying for some reason.,2.0,3.2136154174804688
142, she was holding a cigarette far away from here.,6.75,3.910140037536621
143, The old man is not eating good food.,2.75,3.8940963745117188
144,"“On a par with any you may find in Chicago, New York, or London,” she adds.",7.0,5.4079742431640625
145, he is afraid to make eye contact.,2.25,2.605158805847168
146, The baby is chubby.,1.0,4.0143561363220215
147, This is a regular picture of a young man.,2.25,5.231733798980713
148," a man is wearing a suit, he is looking at something and seems confused.",1.75,5.791451930999756
149, He looks sad.,1.0,6.36113977432251
150, the man in white is cowering.,1.0,3.3185935020446777
151, I hope he survives.,1.5,4.006147861480713
152,  he is being held in a towel by someone.,2.25,3.31386137008667
153,"When the protests drew tens of thousands, Van der Heyden said, she was stunned to see as many boys as girls in the crowds, “and yet no one ever challenged the leadership of the female organizers.",7.0,5.1183037757873535
154, There is also a chalkboard and a map behind .,1.75,4.046597957611084
155, An image of a man holding a gun while wearing sunglasses in a place far from here and many years ago.,7.0,6.45686149597168
156, A person is under emergency care.,1.5,3.732400417327881
157, Her face looks angry.,1.25,6.149955749511719
158, I feel neutral looking at this.,1.5,3.7885043621063232
159,"There is a blonde lady sitting, posing for a photo with the ocean in the background, she has a denim shirt.",2.0,2.5794825553894043
160, its cute and doesn't have teeth yet.,1.5,4.954499244689941
161, in that other bedroom there was blood splattered over the wall and the pillow.,7.0,2.962695598602295
162, There seems to be a dead body.,1.75,3.847010850906372
163, There were fire fighters at the scene and the car was pretty badly damaged as it had hit a pole.,6.0,3.816707134246826
164, His left hand is on his hip.,1.75,3.9418394565582275
165, A woman has bruises on her face and it looks like she was punched in the eye and her eye is red as well.,6.0,5.786310195922852
166, Boy staring up in fear.,2.25,3.8457584381103516
167,Every second that they waste is a second that the Patriots don’t have to advance.,2.0,2.968705892562866
168, A man has just hit a woman with blonde hair.,1.0,5.801041126251221
169, Maybe a wedding? Reminds me of family portraits.,2.0,4.409219741821289
170,"The high earners at the top of the pile serve as motivation to newbies, and a big part of what they sell isn’t a physical product at all, but the promise of independent wealth and success, whether it comes from selling yoga leggings or teaching yoga classes.",2.0,3.9372143745422363
171, Is the emotion rage or grief or shock.,1.75,3.628169059753418
172,"But when heterosexual men say they’re looking for something “drama-free,” I suspect they want something that doesn’t exist: a problem-free partnership with someone who has no life experience.",2.5,5.035832405090332
173, A mother or woman is scolding a kid who appears to be sitting in a closet.,2.0,3.8992488384246826
174,A smiling man with a big mustache  .,1.5,3.9635257720947266
175, The area around them is destroyed.,1.5,5.297914505004883
176, Cute baby crawling on a throw pillow.,1.25,2.7434194087982178
177," this lady is screaming in the back with her hands up, while her man is looking moody at the front with his arms crossed.",1.5,5.151853084564209
178,A mother is holding a chubby baby's hand and he is looking up.,2.0,3.507291078567505
179, a person has a hole where the nose should be and is missing an eye.,1.5,5.398618698120117
180, He has a neutral face and is wearing black.,1.25,6.091488838195801
181, Not a whole lot of feeling.,1.5,4.363451957702637
182,"I was coaching [another blogger], and they were more professional, clinical, and I started teaching them — ‘Okay, share more of your personality.",7.0,6.9210710525512695
183, More burn victim stuff.,1.5,3.576871395111084
184, The signs are in a language I don't recognize.,1.0,5.382996082305908
185," happened else where, gang behavior, the guy looks scared.",5.25,5.051774978637695
186, They are both wearing white and he looks very content and so does the child.,2.0,4.242932319641113
187, It looks incredibly painful.,1.75,4.383486747741699
188, A girl sits at a desk and reads a book.,1.5,5.7226409912109375
189,"In it, Rosen revealed for the first time the extent of the losses to music history that occurred during a fire at Universal Studios in 2008 that burned the masters of many important musical works.",2.5,2.98431396484375
190, He has blue eyes and is wearing a white button down and a blue/grey jacket.,1.0,2.398805856704712
191, You can see the person's lungs and heart and their stomach.,1.0,3.627976894378662
192, Just a child laying down in the grass.,1.75,6.3777689933776855
193, a really disturbing picture of something wrong with a lady's breast.,2.75,2.890207290649414
194, Her attention is engaged on something that is not within view.,2.5,5.551914691925049
195," Somewhere in the world, someplace in time, a masked man brandishes a knife.",2.5,3.0576276779174805
196, He is wearing a beige tee.,1.0,2.665947437286377
197, Looks like it is from the 90's or possibly early 2000's based on the telephone.,3.0,3.469967842102051
198, he has a cold stare on his face and a slight scowl.,1.75,5.135736465454102
199," This is an image of a smiling, young baby.",2.75,3.5633535385131836
200, An old man is standing in a kitchen area next to a fridge.,2.5,5.462768077850342
201,A baby is crawling through dead leaves.,1.5,2.753953695297241
202, There is a guy behind him also upset because his mouth.,2.25,4.704719543457031
203, The baby was in a hospital-like environment.,6.0,4.477747917175293
204," Also, reading is good and getting learnt is awesome.",1.5,4.7714667320251465
205," Decades ago and in a country far away, a person held a gun threateningly at something.",7.0,5.567039966583252
206, the window looks frosted over somehow.,4.0,5.53861665725708
207, A man is putting a gun against a woman's cheek.,2.0,4.672241687774658
208,Cammie L: Thoughts are not the enemy!,1.75,3.7756166458129883
209," There is a body corpse lying down on a yellow tarp, with his/her belongings.",2.25,3.9551939964294434
210," He is holding a guitar, wearing a plaid red shirt.",1.5,5.077230453491211
211, the hand is bloody and is missing fingers.,1.5,6.374604225158691
212," While it is pretty staged, it makes me feel bad as it reminds me of memories I try to forget.",2.5,5.265754222869873
213,"Another dead person, or maybe still slightly alive.",2.0,5.078237533569336
214, She might be a brownie.,1.5,5.046131610870361
215,"A woman's face is completely smeared with blood, except her eye area is clean.",1.5,4.3311967849731445
216,And the same thing the other way around...,2.0,4.283509254455566
217," It's a little shocking, but not entirely disturbing.",1.5,3.9959845542907715
218, The chef holding the baby looks so happy and the baby looks adorable in their little bonnet.,1.75,5.82528829574585
219, Someone murdered him.,1.75,4.367809295654297
220, someone is point at another person's head using his gun.,2.0,6.067592620849609
221, It is a nice image of the two boys intent.,1.5,3.0872700214385986
222,Bilal first heard about the promise of affiliate marketing blogging on Pinterest.,4.0,6.6764092445373535
223,"In an image-centered and pleasure-driven world, Postman noted, there is no place for rational thinking, because you simply cannot think with images.",5.0,5.8098039627075195
224, I do not think that a lot is going on in this picture.,2.5,6.279000282287598
225, A girl has a very bloodied and cut up face and looks severely mutilated.,2.5,2.306542158126831
226,"She also expressed concern that the numbers are higher, at least on OkCupid, the younger the men get.",3.75,4.400266647338867
227, It is propped up on its elbows.,1.0,5.036789894104004
228," The picture is fairly unclear but I can make out a hand, an arm and what looks to be a body.",3.25,4.119686126708984
229," A man is slicing a woman's throat, scary, killing silently.",2.0,5.4595842361450195
230, there is a crowd behind him.,1.0,4.5311689376831055
231, Some surgeons stand over an operating table with tools in their hands.,1.0,4.205270290374756
232, I am not so sure what he is thinking.,1.0,4.686463356018066
233, There is a mans face that is badly disfigured.,2.25,5.448493003845215
234, There is a white truck in focus.,1.75,4.213767051696777
235, There is a baby that has been very badly injured and is hopefully receiving medical attention .,1.75,5.882421493530273
236, A woman is showing a scar on her hip area.,1.0,4.436496257781982
237,The literal physical destruction of film stock for its more-valued component parts feels like a fitting metaphor for the general willingness to let cultural heritage dissolve into the ether.,2.0,5.14936637878418
238,The Alamo Complex and Alamo Plaza are considered cemeteries under the law.,1.0,6.701679706573486
239, There is a man who is in a hospital bed and is holding onto a metal bar above him.,1.5,3.3309149742126465
240, His skin tone is very red/orange and he looks like he is in the middle of saying something.,1.5,2.501756191253662
241, She had earrings on .,5.0,3.5168094635009766
242, it looks like they're at an event.,1.25,5.250002861022949
243,"Once upon a time, women had voluminous pockets, though not always attached to their clothes.",5.25,2.8792243003845215
244, He looks at a man in a suit.,1.25,3.7839150428771973
245, One is going to open the left door.,1.0,5.519139289855957
246, there is a woman that seems to be sad and another woman is comforting her .,1.5,5.249492645263672
247, the parents are wearing black.,1.25,4.272464275360107
248, All of them are tied up and naked.,1.5,6.6014604568481445
249,"Pockets, Carlson says, imbue their owners with many attributes both sexes desire equally: being prepared, mobile and hands-free.",2.0,5.495737075805664
250, They are throwing their friend in the air.,1.5,6.666650295257568
251, His smile looks scary.,1.25,3.1837124824523926
252, Nothing is being done much in this scene.,2.0,6.291005611419678
253,"And the simple fact of the matter is that streaming is, as of yet, unable to serve as a replacement for the vast oceans of VHS tapes and DVDs that cluttered up your local rental shop.",2.75,4.427612781524658
254, She looks like she's really into the book.,1.0,3.3644096851348877
255, His mother is carrying him.,1.25,3.144470453262329
256, She has a lot of tubs connected to her and may be a little sick or unwell.,1.5,5.9578752517700195
257,They effectively democratized the ability to contribute to the global corpus of knowledge.,1.0,6.054111957550049
258, his hair is swept to one side and he has blue eyes.,1.0,2.895421028137207
259, A man with a bandana over his nose and mouth is holding a gun while looking off to the side.,1.0,4.619861602783203
260, There is scene of murder and  blood.,1.75,5.823237419128418
261,"This is an image of an individual next to a window; they are wearing blue pants, and it is snowing outside.",1.5,5.365360260009766
262," He is receiving treatment, maybe in an ambulance.",1.75,5.048542022705078
263," good life, living well, looks happy.",1.75,4.917575836181641
264, I'm assuming the baby is a girl because her ears are pierced.,2.0,4.4347333908081055
265, There is an old man wearing a jacket and a button-up shirt.,1.5,4.695448875427246
266," This is a graphic picture of a person, bloodied and with much damage done to their face.",2.25,3.4732022285461426
267,I'm disappointed because this poor kid is crying while someone holds him from behind.,1.75,3.9401345252990723
268, Hope the death was quick.,6.0,3.9467124938964844
269, There is a person who looks dead and has an open wound on its chest and its body is covered in blood unfortunately.,5.0,6.222393989562988
270,"There have been many studies around how people consume media, and they have all found that the problem isn't what people think it is.",2.0,3.7078301906585693
271, His burn's are on his face and look relatively recent.,1.0,4.028642654418945
272, The child appears to be distraught.,1.75,3.811490774154663
273," A burned body, it almost looks inhuman or made of stone.",2.0,6.220422267913818
274,Tommasiello originally gained online attention for being a fixture in the NYC club and party scene; his Instagram handle is tattooed on his right wrist.,1.75,5.599837303161621
275, She is wearing a hat and long socks.,1.0,3.763188123703003
276," They are in the middle of an argument and the woman is like ""what am I supposed to do"".",1.25,3.264254570007324
277, There is a man holding a knife to her throat.,1.0,3.647421360015869
278," Long time ago, far away, someone masked was looking evilly ahead, ready to pounce.",7.0,5.712089538574219
279, disagreement between mother daughter and mom looks confused.,2.25,3.240034341812134
280, Just a crusty looking white girl.,1.0,6.142014026641846
281,A man is yelling at a woman and is pointing his hands at her.,1.0,3.111473321914673
282, These three boys are looking at something off camera that is funny and exciting to them.,2.5,5.681941032409668
283, They seem to have an infection of some kind and it looks like alien slugs.,1.5,4.495063781738281
284,"A child wear red in between two adults wearing black, he covers his ears.",1.25,3.85640549659729
285, White man is choking a white women while he hits her.,1.25,2.4473273754119873
286, There are 5 people shown.,1.75,3.914177894592285
287, A car flipped and firemen and other people saving someone that person was probably in the car.,6.0,3.563525676727295
288,Share more of your story.,1.0,3.7229104042053223
289, A man is grasping a woman's throat some time ago in the past.,7.0,3.000532865524292
290, There is a boy running past an armed gunman.,1.25,5.448841094970703
291, People looking at a car doing some shady stuff.,1.5,4.833863258361816
292, there is a dead mans body its very bloody in the face and it is split at the nose.,1.0,3.2392406463623047
293,there is a severed hand that is balled in a fist .,1.25,3.673987627029419
294, That is such a cute baby.,1.5,3.712705612182617
295, Firemen are rescuing woman from a fire.,1.25,4.437093734741211
296, Looks to be a child maybe from the rubble of a collapsing building.,2.0,3.3265891075134277
297,"I move my body because I know it helps with my anxiety, I know it helps to clear my mind, I know it's essential for my well-being.",2.25,2.69657039642334
298, Babies are very good.,2.0,4.0866241455078125
299, I have no negative emotions related to this image.,1.25,5.776155471801758
300," his face had been disfigured, his lips were curled in and his skin was peeling.",7.0,5.308509826660156
301, The other woman was frustrated at that time too.,6.0,6.267597198486328
302," person staring into the face, neutral picture, not much happening.",3.25,5.443653106689453
303,"But when we look at young people, we don't see the same problem as we do with the older generation.",2.5,3.6974539756774902
304, a Young girl is sitting in a chair reading a book.,1.0,5.739954471588135
305, he had on a mask so no one could see his face.,4.0,4.165449142456055
306, Blood is covering certain areas .,1.25,4.299224853515625
307, This is a nice picture of a chef holding a baby.,2.0,2.8524885177612305
308," Again, looks like it's from Eastern Europe, but a man in a black suit is holding the collar of a man in a beige suit.",6.75,3.4463181495666504
309, there is a little baby girl sitting in a hospital wheelchair with many tubes attached to her.,1.25,3.7589690685272217
310, A bloodstained man is trying to escape from some soldiers.,1.25,3.923671245574951
311, this picture is blurry too which feels like the picture was taken while they were moving.,7.0,4.232512474060059
312, Face is white with blank expression.,1.25,5.977899074554443
313, A corpse with a slit throat.,1.5,6.083949089050293
314, A person has duct tape over their mouth with police officers surrounding them far in the past/long time ago.,7.0,5.352460861206055
315, He has professional clothes on.,1.5,5.161392688751221
316," Person made to look a little unkept, holding a guy with anger.",2.25,4.640103340148926
317, There is a woman looking away from the camera.,2.75,5.484304428100586
318," The guy is playing a guitar but does not seem to have an audience, the scene seems kind of sad, he is in a town and trying to make a living.",2.0,3.4785780906677246
319, There's a really happy baby in the photo who's looking straight ahead.,2.5,5.382855415344238
320, A man looking at a woman that is pointing her finger to him.,1.25,5.246282577514648
321, There is a man pointing a gun towards someone's home.,1.0,5.659643650054932
322," two older individuals stand at a dock of some bay, and wave at the camera.",2.75,6.684913635253906
323,But IT IS real!,1.25,4.9148054122924805
324, She lay passed out with a bottle of pills strewn next to her .,1.0,2.7433090209960938
325, The woman rests her hand on her head.,1.5,6.060774803161621
326, The day looks very sunny also.,1.0,4.278013706207275
327, A woman points accusingly at a man.,1.5,6.867282867431641
328," a young doctor is holding a folder and examining the reading on a device in her office, stethoscope around her neck.",1.75,3.4837646484375
329,Young families are on their own.,1.5,4.450103759765625
330, Wonder what they are reading? Awesome .,1.75,3.8663296699523926
331, A gun is being held by two hands with the fingers on the trigger.,1.0,6.211837291717529
332, It's a pair of people throwing a kid out of the water in a pool.,1.5,2.8654823303222656
333,Honestly I can't tell what this is? I think it's a mouth because I see teeth but it is hard to be sure.,2.25,6.110447883605957
334,How do you actually play all those drums?,1.0,5.994243144989014
335," A kid with a very deformed mouth, tongue sticking out.",1.0,4.866942405700684
336,But you get it.,1.75,3.632293939590454
337, The lady is for sure dead and she has been dead for a while.,2.25,3.544569730758667
338, This image makes me feel really sad.,1.25,4.135017395019531
339,An image of a severed person's hand due to an accident many years ago in a country far from here.,7.0,4.859608173370361
340, An old man in head to toe plaid is holding a pot of some kind of soup.,1.5,4.5350518226623535
341," In another country, there is a pile of naked or almost naked bodies on the floor, covered in blood and dirt.",6.75,2.689767599105835
342, A young girl is reading a book.,1.5,4.089205265045166
343, It is skinny and bloody.,1.0,6.313467979431152
344," the mother and son are looking at something in the sky, maybe a plane or something or maybe a tv monitor.",1.75,5.348455905914307
345," Three kids are having fun in a pool, splashing in the water as they throw a friend up and out of the pool and into the water.",1.5,2.988145351409912
346, The guy is probably someone he knows since he isn't looking at .,2.0,5.249303817749023
347, An image of a man holding a gun and a kid running in a country far from here and many years ago.,7.0,5.042021751403809
348," this is an injured, mangled face.",1.75,5.034543991088867
349," there is a girl by a car and she is screaming, she is crying.",1.75,5.079219818115234
350, Cute baby with an extremely large head compared to where it looks like his hairline is coming in.,2.0,6.268237113952637
351," She looks mad at the guy and the guy is trying to figure out what he did, kind of funny .",2.0,3.566586971282959
352," This kid has his arms crossed and looks kind of upset, he might be in time out .",1.0,4.325123310089111
353, there is a burnt dead body on a table with a laceration on its left side.,1.25,4.292508125305176
354, There was a gun pointing towards someone.,6.25,4.45595121383667
355, Probably a decent way to die though very quick/efficient.,2.75,5.342250823974609
356, The baby is cute and seems happy.,1.75,3.977895736694336
357,"Sometimes I follow my breath, or I sit with the feeling of expansion in my chest.",4.0,6.1454339027404785
358, A lady is pointing at a man.,1.25,2.633695602416992
359, They are both standing next to other camouflaged soldiers.,1.25,5.186336517333984
360," He looks relaxed, and the window is bright with trees outside.",1.0,4.711740970611572
361," The little girl, who looks older, is holding a blue pail.",1.75,4.3639750480651855
362, Very marred body.,1.5,3.828939437866211
363," It is dimly lit from the inside, but that might be the effect of the fire.",2.5,5.652686595916748
364," This image makes me feel romance, as if I am in some Victorian era melodrama with this being the hero who falls in love with the .",2.25,4.88996696472168
365, A man is skiing down a very steep slope.,1.5,3.060087203979492
366, It is cold because they have hats on.,1.25,6.018831253051758
367,  And seeing the eyes I can't imagine the suffering and I don't want to.,2.0,4.1554365158081055
368, I feel pretty neutral towards this image but it does feel like this person is slightly judging me.,1.75,3.511119842529297
369, he could be a thief or murderer.,1.5,4.800907135009766
370, That's a happy baby.,1.0,6.114798545837402
371, the incident happened far from here.,7.0,4.359744071960449
372, the woman is holding her head and the man is gesturing at her.,1.25,5.346013069152832
373, Person's features cannot be seen.,2.0,4.807783603668213
374, I like the fact that interracial kids are reading together and hanging out together.,1.5,6.086115837097168
375, It looks like it must be removed.,1.0,3.7808661460876465
376, a man is looking at the camera.,2.0,5.7659010887146
377, He's smiling and seems to be looking at someone/something.,1.5,3.932882308959961
378, She is impeaching him.,1.0,4.384855270385742
379, I feel kind of hopeful.,1.0,4.766926288604736
380, it looks like a mutilated bloody face.,1.25,5.488013744354248
381, This one looks like burns maybe? Face is red and has lots of holes in it. I hate looking at holes in peoples.,2.0,3.597790002822876
382, There are multiple lacerations on his chest.,1.5,3.9559760093688965
383,There is a woman looking down and to the side with her finger on hr temple.,1.5,4.209595203399658
384, there is a dead beaten body with multiple stitches and some dried blood .,1.0,6.065288543701172
385, What happened? How did this happen? Can't tell gender of person.,1.25,1.8431329727172852
386," No emotion, good thing.",1.5,4.587946891784668
387, There is a man wearing a mask some time ago in the past.,7.0,6.244261264801025
