,response,score,observed
284,"A child wear red in between two adults wearing black, he covers his ears.",7.0,3.084204912185669
285, White man is choking a white women while he hits her.,7.0,2.873863697052002
286, There are 5 people shown.,6.75,3.366105794906616
287, A car flipped and firemen and other people saving someone that person was probably in the car.,6.5,3.4481868743896484
288,Share more of your story.,5.5,2.9427781105041504
289, A man is grasping a woman's throat some time ago in the past.,6.5,2.5120089054107666
290, There is a boy running past an armed gunman.,6.75,3.0051331520080566
291, People looking at a car doing some shady stuff.,3.5,2.825845241546631
292, there is a dead mans body its very bloody in the face and it is split at the nose.,7.0,3.4866297245025635
293,there is a severed hand that is balled in a fist .,7.0,2.869318962097168
294, That is such a cute baby.,1.5,2.7694339752197266
295, Firemen are rescuing woman from a fire.,6.25,3.5318994522094727
296, Looks to be a child maybe from the rubble of a collapsing building.,3.75,4.63673210144043
297,"I move my body because I know it helps with my anxiety, I know it helps to clear my mind, I know it's essential for my well-being.",1.75,3.171684741973877
298, Babies are very good.,1.25,2.8469996452331543
299, I have no negative emotions related to this image.,1.5,3.7928948402404785
300," his face had been disfigured, his lips were curled in and his skin was peeling.",6.5,4.456515312194824
301, The other woman was frustrated at that time too.,2.75,2.330061197280884
302," person staring into the face, neutral picture, not much happening.",2.75,2.654731273651123
303,"But when we look at young people, we don't see the same problem as we do with the older generation.",3.5,2.4205172061920166
304, a Young girl is sitting in a chair reading a book.,6.75,2.8569281101226807
305, he had on a mask so no one could see his face.,5.5,3.4908857345581055
306, Blood is covering certain areas .,7.0,2.449298858642578
307, This is a nice picture of a chef holding a baby.,2.75,2.377009391784668
308," Again, looks like it's from Eastern Europe, but a man in a black suit is holding the collar of a man in a beige suit.",5.0,2.418548107147217
309, there is a little baby girl sitting in a hospital wheelchair with many tubes attached to her.,6.5,3.0247888565063477
310, A bloodstained man is trying to escape from some soldiers.,6.0,4.131721496582031
311, this picture is blurry too which feels like the picture was taken while they were moving.,4.0,4.297441482543945
312, Face is white with blank expression.,4.25,5.188082695007324
313, A corpse with a slit throat.,6.75,3.4307498931884766
314, A person has duct tape over their mouth with police officers surrounding them far in the past/long time ago.,6.5,3.005139112472534
315, He has professional clothes on.,4.25,3.6908187866210938
316," Person made to look a little unkept, holding a guy with anger.",4.75,3.000077724456787
317, There is a woman looking away from the camera.,6.75,2.9663615226745605
318," The guy is playing a guitar but does not seem to have an audience, the scene seems kind of sad, he is in a town and trying to make a living.",2.75,2.838806629180908
319, There's a really happy baby in the photo who's looking straight ahead.,3.5,3.4470269680023193
320, A man looking at a woman that is pointing her finger to him.,6.5,3.939023971557617
321, There is a man pointing a gun towards someone's home.,6.75,3.0107388496398926
322," two older individuals stand at a dock of some bay, and wave at the camera.",6.5,3.6295723915100098
323,But IT IS real!,1.0,2.7418715953826904
324, She lay passed out with a bottle of pills strewn next to her .,6.5,2.7178192138671875
325, The woman rests her hand on her head.,7.0,2.8659591674804688
326, The day looks very sunny also.,3.25,3.0377230644226074
327, A woman points accusingly at a man.,4.25,2.803286075592041
328," a young doctor is holding a folder and examining the reading on a device in her office, stethoscope around her neck.",7.0,3.4602108001708984
329,Young families are on their own.,2.5,3.529636859893799
330, Wonder what they are reading? Awesome .,1.75,2.5826592445373535
331, A gun is being held by two hands with the fingers on the trigger.,7.0,2.8193750381469727
332, It's a pair of people throwing a kid out of the water in a pool.,6.5,3.2505993843078613
333,Honestly I can't tell what this is? I think it's a mouth because I see teeth but it is hard to be sure.,3.0,3.0761823654174805
334,How do you actually play all those drums?,2.75,3.5754621028900146
335," A kid with a very deformed mouth, tongue sticking out.",5.0,3.3180880546569824
336,But you get it.,1.5,3.460841178894043
337, The lady is for sure dead and she has been dead for a while.,2.25,3.643982410430908
338, This image makes me feel really sad.,1.0,3.2545785903930664
339,An image of a severed person's hand due to an accident many years ago in a country far from here.,6.5,2.4987452030181885
340, An old man in head to toe plaid is holding a pot of some kind of soup.,5.75,2.823622226715088
341," In another country, there is a pile of naked or almost naked bodies on the floor, covered in blood and dirt.",6.25,3.7704358100891113
342, A young girl is reading a book.,6.25,3.058558940887451
343, It is skinny and bloody.,6.75,2.5208892822265625
344," the mother and son are looking at something in the sky, maybe a plane or something or maybe a tv monitor.",2.75,3.2245607376098633
345," Three kids are having fun in a pool, splashing in the water as they throw a friend up and out of the pool and into the water.",6.75,3.1126439571380615
346, The guy is probably someone he knows since he isn't looking at .,2.25,2.8278255462646484
347, An image of a man holding a gun and a kid running in a country far from here and many years ago.,6.5,2.559877395629883
348," this is an injured, mangled face.",6.5,3.5343358516693115
349," there is a girl by a car and she is screaming, she is crying.",6.25,4.138418674468994
350, Cute baby with an extremely large head compared to where it looks like his hairline is coming in.,2.25,5.140214920043945
351," She looks mad at the guy and the guy is trying to figure out what he did, kind of funny .",1.25,3.9033203125
352," This kid has his arms crossed and looks kind of upset, he might be in time out .",4.0,2.2900612354278564
353, there is a burnt dead body on a table with a laceration on its left side.,6.75,3.207108974456787
354, There was a gun pointing towards someone.,6.5,3.0393834114074707
355, Probably a decent way to die though very quick/efficient.,1.5,3.0284924507141113
356, The baby is cute and seems happy.,2.0,4.900232791900635
357,"Sometimes I follow my breath, or I sit with the feeling of expansion in my chest.",6.5,2.4885849952697754
358, A lady is pointing at a man.,6.5,3.38753080368042
359, They are both standing next to other camouflaged soldiers.,6.5,3.34806227684021
360," He looks relaxed, and the window is bright with trees outside.",4.25,2.7571804523468018
361," The little girl, who looks older, is holding a blue pail.",6.75,2.785411834716797
362, Very marred body.,3.75,2.8365983963012695
363," It is dimly lit from the inside, but that might be the effect of the fire.",3.0,4.141183853149414
364," This image makes me feel romance, as if I am in some Victorian era melodrama with this being the hero who falls in love with the .",1.75,2.6295289993286133
365, A man is skiing down a very steep slope.,6.0,3.296804428100586
366, It is cold because they have hats on.,3.25,3.173799991607666
367,  And seeing the eyes I can't imagine the suffering and I don't want to.,2.25,2.23230242729187
368, I feel pretty neutral towards this image but it does feel like this person is slightly judging me.,1.25,3.6624960899353027
369, he could be a thief or murderer.,2.25,3.349353313446045
370, That's a happy baby.,2.0,2.3776488304138184
371, the incident happened far from here.,6.75,3.402751922607422
372, the woman is holding her head and the man is gesturing at her.,6.5,4.837901592254639
373, Person's features cannot be seen.,6.25,3.5789263248443604
374, I like the fact that interracial kids are reading together and hanging out together.,2.0,3.244202136993408
375, It looks like it must be removed.,3.0,2.302182197570801
376, a man is looking at the camera.,6.5,2.881868362426758
377, He's smiling and seems to be looking at someone/something.,4.75,2.7585182189941406
378, She is impeaching him.,5.5,3.838026762008667
379, I feel kind of hopeful.,1.5,2.363093614578247
380, it looks like a mutilated bloody face.,4.25,3.071775436401367
381, This one looks like burns maybe? Face is red and has lots of holes in it. I hate looking at holes in peoples.,2.5,3.046968936920166
382, There are multiple lacerations on his chest.,6.75,2.61314058303833
383,There is a woman looking down and to the side with her finger on hr temple.,7.0,3.7733240127563477
384, there is a dead beaten body with multiple stitches and some dried blood .,6.5,3.188164710998535
