,response,score,observed
53, A burned kid with a lot of injuries and blood on his body laying on a bed.,6.5,3.0081369876861572
54, Looks to be a police photograph.,3.0,3.1708195209503174
55, A child and a woman are looking up at something and both seem interested.,3.75,2.72757625579834
56," If this is a person, what happened to them? Can barely make out their features, but I can't judge .",2.0,2.7197370529174805
57, The man seems to be shouting or something.,3.25,3.3960087299346924
58, he has a dark shirt.,5.75,2.6251771450042725
59, She has a notebook in front of her and is wearing a large suit with pearls.,6.0,2.4686782360076904
60," he has brown hair, tan, shirt dark.",6.25,2.8444643020629883
61, The man is hot and has a violin that he wants to play for the ground.,3.25,2.9253907203674316
62, A person is holding a gun towards the camera somewhere very far away from me with two other people on either side of the person holding the gun.,5.5,2.5136919021606445
63, The man looks like he spotted someone he knew far off in the distance.,3.0,4.873305797576904
64, There was a man who just finished punching a woman in the face it looks like and the woman recoiled back because .,4.0,3.2497410774230957
65," a long time ago, a man grabbed a woman by her neck as she resisted and grabbed his arm to pull away.",6.5,2.442540168762207
66, Guy on couch is having a chill time .,5.25,2.763152599334717
67,Historic evidence is shelved.,5.75,3.3573670387268066
68," He is young in age so this cant happen to you now at this day and age, he probably spilled something or hid bc he knew he was in trouble.",3.0,3.22298526763916
69, This took place in a location far away and occurred a long time ago.,6.5,4.133767127990723
70,Gui estimates that she spends around three to four hours on Instagram per day on average.,5.75,2.9838504791259766
71," In a different country, there is a man pictured in a hospital with his chest exposed and his mouth and nose strapped into a breathing machine.",6.25,3.7289624214172363
72, This is an image of a teacher who is in the middle of saying something.,6.25,2.856844902038574
73, There are three men all standing in black and white tuxedos.,6.75,3.2656631469726562
74,There are many terrible examples of this.,3.0,3.1699025630950928
75,"Again, that's a stunning 99 percent chance to win based on the score, along with the fact that the Falcons had the ball with almost a sure field goal.",2.5,2.99613618850708
76, an old picture from a medical textbook showing someone who has had their neck cut.,5.5,3.0846147537231445
77,"We know our customers, and we know each other.",3.5,4.57666015625
78," there is an old man with swollen and potentially infected skin below his eyes/eyebag area, his eyes are teary .",5.0,3.363499641418457
79," like yesterday, I feel intimidated and awkward by the guy with pretty eyes staring me in the face.",2.25,2.8425748348236084
80,"The GLO, is discounting people because they are indigenous to Texas, materially less off, or because they couldn’t place a granite monument up that would last 300 years.",5.5,3.320049285888672
81, A woman disciplines a kid hiding in the closet.,6.0,4.3157429695129395
82, There a group of men who seem to be holding someone up in a car.,5.0,2.9915390014648438
83, Would like to meet these men they seem wholesome and friendly I feel relaxed.,3.25,2.8756630420684814
84, He seems like he's got a lot on his mind.,1.75,2.9078969955444336
85, someone's hand is extremely mutilated.,6.5,3.996860980987549
86,"San Francisco, Oakland, and Somerville, Massachusetts, recently became the first cities in the country to ban the technology.",6.75,2.502387285232544
87, Seems quiet like no one's bothering her.,3.5,3.3049519062042236
88,A neonate hooked up to tubes.,6.5,3.138745069503784
89, I like the film aesthetic .,1.5,3.33209228515625
90, If it is not fake this person has gone through a serious injury.,2.0,2.444863796234131
91,"I’ve been blogging for two years on this blog and let me tell you, starting a mom blog was the best decision I ever made.",1.75,3.5399327278137207
92, This is a picture of a hand holding a revolver.,7.0,2.308553695678711
93,This guy looks really tired and maybe a bit upset because the picture gives off a depressing vibe.,2.75,3.918553352355957
94, very happy that this boy has clothes on him and is resting/not crying in a beautiful day in fall.,2.25,2.9885613918304443
95,"An old photograph of someone who has suffered a very deep cut on their face, spanning from the forehead to the jaw.",6.75,3.800846576690674
96, Her posture makes her seem calm and she seems to be.,2.75,3.006620407104492
97, this is a posed photo of two men in a city and one man is trying to threaten the other one who looks vaguely uncomfortable .,2.25,3.602750539779663
98, The man is looking at the camera while the woman is looking at the man.,7.0,3.3505704402923584
99, this is really unpleasant the body looks really mangled and gross.,1.75,2.6188552379608154
100, the one guy is threatening the other guy and holding his shirt.,5.5,2.61260724067688
101, Half his face is missing and bloodied.,7.0,3.6599478721618652
102," A man looking over, neutral expression.",6.0,3.78800106048584
103, It is a gruesome image and it makes me feel scared.,2.75,3.1744847297668457
104,there is a dead woman with a bloody face her nose is specifically the most bloody part .,5.0,3.792351245880127
105," This is a group of people dead, bruised and bleeding.",6.0,3.248347282409668
106," That hand is really mangled, that looks incredibly painful.",4.0,3.5750632286071777
107,An image of a baby in some kind of incubator.,5.25,2.730907440185547
108, A dead man with his throat slashed and possible chest injuries.,6.5,2.859286308288574
109, No one else is in the photo though and there's no imagery of someone being harmed.,4.75,4.88986349105835
110, the car door is open.,6.75,5.39000129699707
111," She has somewhat disfigured body features, like she does not have breasts.",6.0,2.969451904296875
112,On Saturdays she stays in and prepares all her photos for the week ahead of time.,5.75,2.673567771911621
113, It is propped up on its elbows and smiling for the camera.,6.5,3.0928707122802734
114," One man is in a beige suit, and the other is in a dark suit.",6.25,3.6313140392303467
115," Very burned, the exposed flesh and ash juxtaposition is scar.",4.5,3.391876697540283
116, she has glasses and short blonde hair.,5.75,2.6742005348205566
117," The man is pointing his gun towards the lady, who is obviously .",6.0,3.4343786239624023
118, a man had duct tape around his head.,7.0,2.9569735527038574
119, There was a white man wearing a red shirt choking a young woman who did not seem to be enjoying at all .,4.0,3.6460742950439453
120, Man left side of face is completely gone.,5.25,3.0468270778656006
121," There are a bunch of people, mostly firemen, surrounding a car that has just crashed into a tree.",6.0,3.2702279090881348
122, This is a very disturbing image.,1.25,2.4347610473632812
123," His finger was on the trigger, ready to fire.",5.25,3.863105297088623
124, also could be gooby from meet the robinsons lol I'm a fan of this dude.,2.5,3.507290840148926
125, I love to see a child reading and she already has better fashion than me.,1.5,3.243063449859619
126, I don't really feel anything to this because I don't know what she's doing.,1.75,2.4108071327209473
127,“’It’s the very first time in Belgium that a [mass movement was] started by two women and not about feminist rights.’,4.75,3.071444034576416
128," She seems to be wearing lipstick, and has bangs covering her face.",4.25,4.091039657592773
129,"He is wearing sunglasses, and a backwards cap who is pointing the gun at a black dude in a car.",7.0,2.5485544204711914
130," The thief is caught in the middle of his robbery, shocked.",5.25,3.435880184173584
131, a man in a cowboy hat once was playing a guitar a long time ago.,6.5,3.13442325592041
132, the baby has really dark sweet eyes.,3.5,2.467034339904785
133,Whatever it takes.,2.5,3.0717780590057373
134,That’s how I made my way into this niche where there was no one else.,3.5,2.4240057468414307
135, A girl and a boy are holding hands and walking along a beach path to their home.,6.0,3.2097666263580322
136,"They do not argue with propositions; they argue with good looks, celebrities and commercials.",4.75,3.224825382232666
137," A baby is lying face down on a pillow, but his arms are pressing him up so he can smile at the camera.",4.25,3.7464334964752197
138, his expression is emotionless .,3.0,3.425252914428711
139, Someone who had surgery and been beaten up.,5.75,2.394333839416504
140,"(Microsoft's CEO was once asked, in a technical interview, what he would do if he saw a baby lying in an intersection:",7.0,3.646409749984741
141, An image of a young girl crying for some reason.,4.5,5.544145584106445
142, she was holding a cigarette far away from here.,5.25,2.9709420204162598
143, The old man is not eating good food.,3.75,2.7038183212280273
144,"“On a par with any you may find in Chicago, New York, or London,” she adds.",3.25,3.924712657928467
145, he is afraid to make eye contact.,4.25,3.609621047973633
146, The baby is chubby.,5.0,2.2534263134002686
147, This is a regular picture of a young man.,3.75,2.7461156845092773
148," a man is wearing a suit, he is looking at something and seems confused.",3.0,2.78910493850708
149, He looks sad.,2.5,2.022592306137085
150, the man in white is cowering.,4.75,2.7615675926208496
151, I hope he survives.,1.75,3.1616432666778564
152,  he is being held in a towel by someone.,5.0,2.973749876022339
153,"When the protests drew tens of thousands, Van der Heyden said, she was stunned to see as many boys as girls in the crowds, “and yet no one ever challenged the leadership of the female organizers.",4.5,3.4574992656707764
154, There is also a chalkboard and a map behind .,5.75,3.179975748062134
155, An image of a man holding a gun while wearing sunglasses in a place far from here and many years ago.,6.5,3.850773811340332
156, A person is under emergency care.,6.25,2.868370532989502
157, Her face looks angry.,3.0,2.995215654373169
158, I feel neutral looking at this.,1.5,3.1747400760650635
159,"There is a blonde lady sitting, posing for a photo with the ocean in the background, she has a denim shirt.",5.75,2.627030849456787
160, its cute and doesn't have teeth yet.,3.75,2.971714973449707
161, in that other bedroom there was blood splattered over the wall and the pillow.,6.0,3.004790782928467
162, There seems to be a dead body.,4.75,2.931143283843994
163, There were fire fighters at the scene and the car was pretty badly damaged as it had hit a pole.,5.75,3.512240409851074
164, His left hand is on his hip.,6.25,6.232851982116699
165, A woman has bruises on her face and it looks like she was punched in the eye and her eye is red as well.,5.25,3.7212514877319336
166, Boy staring up in fear.,4.5,2.3004448413848877
167,Every second that they waste is a second that the Patriots don’t have to advance.,3.75,2.9541704654693604
168, A man has just hit a woman with blonde hair.,5.75,3.5917255878448486
169, Maybe a wedding? Reminds me of family portraits.,3.75,2.76353120803833
170,"The high earners at the top of the pile serve as motivation to newbies, and a big part of what they sell isn’t a physical product at all, but the promise of independent wealth and success, whether it comes from selling yoga leggings or teaching yoga classes.",3.0,2.9062633514404297
171, Is the emotion rage or grief or shock.,1.25,3.422165632247925
172,"But when heterosexual men say they’re looking for something “drama-free,” I suspect they want something that doesn’t exist: a problem-free partnership with someone who has no life experience.",3.0,3.8282275199890137
173, A mother or woman is scolding a kid who appears to be sitting in a closet.,4.0,3.1882529258728027
174,A smiling man with a big mustache  .,6.0,3.773716926574707
175, The area around them is destroyed.,5.75,3.143512487411499
176, Cute baby crawling on a throw pillow.,4.0,4.69542932510376
177," this lady is screaming in the back with her hands up, while her man is looking moody at the front with his arms crossed.",3.75,3.475271701812744
178,A mother is holding a chubby baby's hand and he is looking up.,5.75,2.3750386238098145
179, a person has a hole where the nose should be and is missing an eye.,6.75,6.043728828430176
180, He has a neutral face and is wearing black.,4.5,5.091733932495117
181, Not a whole lot of feeling.,2.75,3.0081369876861572
182,"I was coaching [another blogger], and they were more professional, clinical, and I started teaching them — ‘Okay, share more of your personality.",3.5,3.1708195209503174
183, More burn victim stuff.,4.75,2.72757625579834
184, The signs are in a language I don't recognize.,4.75,2.7197370529174805
185," happened else where, gang behavior, the guy looks scared.",4.25,3.3960087299346924
186, They are both wearing white and he looks very content and so does the child.,3.5,2.6251771450042725
187, It looks incredibly painful.,2.25,2.4686782360076904
188, A girl sits at a desk and reads a book.,5.75,2.8444643020629883
189,"In it, Rosen revealed for the first time the extent of the losses to music history that occurred during a fire at Universal Studios in 2008 that burned the masters of many important musical works.",6.0,2.9253907203674316
190, He has blue eyes and is wearing a white button down and a blue/grey jacket.,7.0,2.5136919021606445
191, You can see the person's lungs and heart and their stomach.,7.0,4.873305797576904
192, Just a child laying down in the grass.,5.25,3.2497410774230957
193, a really disturbing picture of something wrong with a lady's breast.,3.75,2.442540168762207
194, Her attention is engaged on something that is not within view.,7.0,2.763152599334717
195," Somewhere in the world, someplace in time, a masked man brandishes a knife.",7.0,3.3573670387268066
196, He is wearing a beige tee.,7.0,3.22298526763916
197, Looks like it is from the 90's or possibly early 2000's based on the telephone.,3.0,4.133767127990723
198, he has a cold stare on his face and a slight scowl.,4.75,2.9838504791259766
199," This is an image of a smiling, young baby.",6.5,3.7289624214172363
200, An old man is standing in a kitchen area next to a fridge.,6.5,2.856844902038574
201,A baby is crawling through dead leaves.,6.5,3.2656631469726562
202, There is a guy behind him also upset because his mouth.,4.0,3.1699025630950928
203, The baby was in a hospital-like environment.,5.0,2.99613618850708
204," Also, reading is good and getting learnt is awesome.",3.0,3.0846147537231445
205," Decades ago and in a country far away, a person held a gun threateningly at something.",5.75,4.57666015625
206, the window looks frosted over somehow.,4.75,3.363499641418457
207, A man is putting a gun against a woman's cheek.,6.0,2.8425748348236084
208,Cammie L: Thoughts are not the enemy!,2.75,3.320049285888672
209," There is a body corpse lying down on a yellow tarp, with his/her belongings.",5.5,4.3157429695129395
210," He is holding a guitar, wearing a plaid red shirt.",6.5,2.9915390014648438
211, the hand is bloody and is missing fingers.,6.5,2.8756630420684814
212," While it is pretty staged, it makes me feel bad as it reminds me of memories I try to forget.",2.5,2.9078969955444336
213,"Another dead person, or maybe still slightly alive.",4.5,3.996860980987549
214, She might be a brownie.,3.25,2.502387285232544
215,"A woman's face is completely smeared with blood, except her eye area is clean.",7.0,3.3049519062042236
216,And the same thing the other way around...,2.25,3.138745069503784
217," It's a little shocking, but not entirely disturbing.",2.25,3.33209228515625
218, The chef holding the baby looks so happy and the baby looks adorable in their little bonnet.,3.25,2.444863796234131
219, Someone murdered him.,6.5,3.5399327278137207
220, someone is point at another person's head using his gun.,6.75,2.308553695678711
221, It is a nice image of the two boys intent.,2.25,3.918553352355957
222,Bilal first heard about the promise of affiliate marketing blogging on Pinterest.,7.0,2.9885613918304443
223,"In an image-centered and pleasure-driven world, Postman noted, there is no place for rational thinking, because you simply cannot think with images.",3.0,3.800846576690674
224, I do not think that a lot is going on in this picture.,2.0,3.006620407104492
225, A girl has a very bloodied and cut up face and looks severely mutilated.,6.0,3.602750539779663
226,"She also expressed concern that the numbers are higher, at least on OkCupid, the younger the men get.",4.5,3.3505704402923584
227, It is propped up on its elbows.,6.25,2.6188552379608154
228," The picture is fairly unclear but I can make out a hand, an arm and what looks to be a body.",4.25,2.61260724067688
229," A man is slicing a woman's throat, scary, killing silently.",4.0,3.6599478721618652
230, there is a crowd behind him.,7.0,3.78800106048584
231, Some surgeons stand over an operating table with tools in their hands.,7.0,3.1744847297668457
232, I am not so sure what he is thinking.,1.75,3.792351245880127
233, There is a mans face that is badly disfigured.,5.0,3.248347282409668
234, There is a white truck in focus.,6.75,3.5750632286071777
235, There is a baby that has been very badly injured and is hopefully receiving medical attention .,4.5,2.730907440185547
236, A woman is showing a scar on her hip area.,7.0,2.859286308288574
237,The literal physical destruction of film stock for its more-valued component parts feels like a fitting metaphor for the general willingness to let cultural heritage dissolve into the ether.,2.75,4.88986349105835
238,The Alamo Complex and Alamo Plaza are considered cemeteries under the law.,7.0,5.39000129699707
239, There is a man who is in a hospital bed and is holding onto a metal bar above him.,6.75,2.969451904296875
240, His skin tone is very red/orange and he looks like he is in the middle of saying something.,5.0,2.673567771911621
241, She had earrings on .,6.25,3.0928707122802734
242, it looks like they're at an event.,4.5,3.6313140392303467
243,"Once upon a time, women had voluminous pockets, though not always attached to their clothes.",5.5,3.391876697540283
244, He looks at a man in a suit.,6.25,2.6742005348205566
245, One is going to open the left door.,6.75,3.4343786239624023
246, there is a woman that seems to be sad and another woman is comforting her .,3.75,2.9569735527038574
247, the parents are wearing black.,6.75,3.6460742950439453
248, All of them are tied up and naked.,6.5,3.0468270778656006
249,"Pockets, Carlson says, imbue their owners with many attributes both sexes desire equally: being prepared, mobile and hands-free.",5.0,3.2702279090881348
250, They are throwing their friend in the air.,6.75,2.4347610473632812
251, His smile looks scary.,2.5,3.863105297088623
252, Nothing is being done much in this scene.,3.0,3.507290840148926
253,"And the simple fact of the matter is that streaming is, as of yet, unable to serve as a replacement for the vast oceans of VHS tapes and DVDs that cluttered up your local rental shop.",1.25,3.243063449859619
254, She looks like she's really into the book.,1.75,2.4108071327209473
255, His mother is carrying him.,7.0,3.071444034576416
256, She has a lot of tubs connected to her and may be a little sick or unwell.,7.0,4.091039657592773
257,They effectively democratized the ability to contribute to the global corpus of knowledge.,2.75,2.5485544204711914
258, his hair is swept to one side and he has blue eyes.,7.0,3.435880184173584
259, A man with a bandana over his nose and mouth is holding a gun while looking off to the side.,7.0,3.13442325592041
260, There is scene of murder and  blood.,7.0,2.467034339904785
261,"This is an image of an individual next to a window; they are wearing blue pants, and it is snowing outside.",7.0,3.0717780590057373
262," He is receiving treatment, maybe in an ambulance.",6.0,2.4240057468414307
263," good life, living well, looks happy.",2.25,3.2097666263580322
264, I'm assuming the baby is a girl because her ears are pierced.,3.5,3.224825382232666
265, There is an old man wearing a jacket and a button-up shirt.,6.5,3.7464334964752197
266," This is a graphic picture of a person, bloodied and with much damage done to their face.",6.5,3.425252914428711
267,I'm disappointed because this poor kid is crying while someone holds him from behind.,2.25,2.394333839416504
268, Hope the death was quick.,2.0,3.646409749984741
269, There is a person who looks dead and has an open wound on its chest and its body is covered in blood unfortunately.,3.25,5.544145584106445
270,"There have been many studies around how people consume media, and they have all found that the problem isn't what people think it is.",3.25,2.9709420204162598
271, His burn's are on his face and look relatively recent.,3.25,2.7038183212280273
272, The child appears to be distraught.,3.25,3.924712657928467
273," A burned body, it almost looks inhuman or made of stone.",3.75,3.609621047973633
274,Tommasiello originally gained online attention for being a fixture in the NYC club and party scene; his Instagram handle is tattooed on his right wrist.,6.5,2.2534263134002686
275, She is wearing a hat and long socks.,6.75,2.7461156845092773
276," They are in the middle of an argument and the woman is like ""what am I supposed to do"".",4.0,2.78910493850708
277, There is a man holding a knife to her throat.,7.0,2.022592306137085
278," Long time ago, far away, someone masked was looking evilly ahead, ready to pounce.",6.25,2.7615675926208496
279, disagreement between mother daughter and mom looks confused.,4.25,3.1616432666778564
280, Just a crusty looking white girl.,2.75,2.973749876022339
281,A man is yelling at a woman and is pointing his hands at her.,7.0,3.4574992656707764
282, These three boys are looking at something off camera that is funny and exciting to them.,6.75,3.179975748062134
283, They seem to have an infection of some kind and it looks like alien slugs.,2.75,3.850773811340332
284,"A child wear red in between two adults wearing black, he covers his ears.",7.0,2.868370532989502
285, White man is choking a white women while he hits her.,7.0,2.995215654373169
286, There are 5 people shown.,6.75,3.1747400760650635
287, A car flipped and firemen and other people saving someone that person was probably in the car.,6.5,2.627030849456787
288,Share more of your story.,5.5,2.971714973449707
289, A man is grasping a woman's throat some time ago in the past.,6.5,3.004790782928467
290, There is a boy running past an armed gunman.,6.75,2.931143283843994
291, People looking at a car doing some shady stuff.,3.5,3.512240409851074
292, there is a dead mans body its very bloody in the face and it is split at the nose.,7.0,6.232851982116699
293,there is a severed hand that is balled in a fist .,7.0,3.7212514877319336
294, That is such a cute baby.,1.5,2.3004448413848877
295, Firemen are rescuing woman from a fire.,6.25,2.9541704654693604
296, Looks to be a child maybe from the rubble of a collapsing building.,3.75,3.5917255878448486
297,"I move my body because I know it helps with my anxiety, I know it helps to clear my mind, I know it's essential for my well-being.",1.75,2.76353120803833
298, Babies are very good.,1.25,2.9062633514404297
299, I have no negative emotions related to this image.,1.5,3.422165632247925
300," his face had been disfigured, his lips were curled in and his skin was peeling.",6.5,3.8282275199890137
301, The other woman was frustrated at that time too.,2.75,3.1882529258728027
302," person staring into the face, neutral picture, not much happening.",2.75,3.773716926574707
303,"But when we look at young people, we don't see the same problem as we do with the older generation.",3.5,3.143512487411499
304, a Young girl is sitting in a chair reading a book.,6.75,4.69542932510376
305, he had on a mask so no one could see his face.,5.5,3.475271701812744
306, Blood is covering certain areas .,7.0,2.3750386238098145
307, This is a nice picture of a chef holding a baby.,2.75,6.043728828430176
308," Again, looks like it's from Eastern Europe, but a man in a black suit is holding the collar of a man in a beige suit.",5.0,5.091733932495117
309, there is a little baby girl sitting in a hospital wheelchair with many tubes attached to her.,6.5,3.0081369876861572
310, A bloodstained man is trying to escape from some soldiers.,6.0,3.1708195209503174
311, this picture is blurry too which feels like the picture was taken while they were moving.,4.0,2.72757625579834
312, Face is white with blank expression.,4.25,2.7197370529174805
313, A corpse with a slit throat.,6.75,3.3960087299346924
314, A person has duct tape over their mouth with police officers surrounding them far in the past/long time ago.,6.5,2.6251771450042725
315, He has professional clothes on.,4.25,2.4686782360076904
316," Person made to look a little unkept, holding a guy with anger.",4.75,2.8444643020629883
317, There is a woman looking away from the camera.,6.75,2.9253907203674316
318," The guy is playing a guitar but does not seem to have an audience, the scene seems kind of sad, he is in a town and trying to make a living.",2.75,2.5136919021606445
319, There's a really happy baby in the photo who's looking straight ahead.,3.5,4.873305797576904
320, A man looking at a woman that is pointing her finger to him.,6.5,3.2497410774230957
321, There is a man pointing a gun towards someone's home.,6.75,2.442540168762207
322," two older individuals stand at a dock of some bay, and wave at the camera.",6.5,2.763152599334717
323,But IT IS real!,1.0,3.3573670387268066
324, She lay passed out with a bottle of pills strewn next to her .,6.5,3.22298526763916
325, The woman rests her hand on her head.,7.0,4.133767127990723
326, The day looks very sunny also.,3.25,2.9838504791259766
327, A woman points accusingly at a man.,4.25,3.7289624214172363
328," a young doctor is holding a folder and examining the reading on a device in her office, stethoscope around her neck.",7.0,2.856844902038574
329,Young families are on their own.,2.5,3.2656631469726562
330, Wonder what they are reading? Awesome .,1.75,3.1699025630950928
331, A gun is being held by two hands with the fingers on the trigger.,7.0,2.99613618850708
332, It's a pair of people throwing a kid out of the water in a pool.,6.5,3.0846147537231445
333,Honestly I can't tell what this is? I think it's a mouth because I see teeth but it is hard to be sure.,3.0,4.57666015625
334,How do you actually play all those drums?,2.75,3.363499641418457
335," A kid with a very deformed mouth, tongue sticking out.",5.0,2.8425748348236084
336,But you get it.,1.5,3.320049285888672
337, The lady is for sure dead and she has been dead for a while.,2.25,4.3157429695129395
338, This image makes me feel really sad.,1.0,2.9915390014648438
339,An image of a severed person's hand due to an accident many years ago in a country far from here.,6.5,2.8756630420684814
340, An old man in head to toe plaid is holding a pot of some kind of soup.,5.75,2.9078969955444336
341," In another country, there is a pile of naked or almost naked bodies on the floor, covered in blood and dirt.",6.25,3.996860980987549
342, A young girl is reading a book.,6.25,2.502387285232544
343, It is skinny and bloody.,6.75,3.3049519062042236
344," the mother and son are looking at something in the sky, maybe a plane or something or maybe a tv monitor.",2.75,3.138745069503784
345," Three kids are having fun in a pool, splashing in the water as they throw a friend up and out of the pool and into the water.",6.75,3.33209228515625
346, The guy is probably someone he knows since he isn't looking at .,2.25,2.444863796234131
347, An image of a man holding a gun and a kid running in a country far from here and many years ago.,6.5,3.5399327278137207
348," this is an injured, mangled face.",6.5,2.308553695678711
349," there is a girl by a car and she is screaming, she is crying.",6.25,3.918553352355957
350, Cute baby with an extremely large head compared to where it looks like his hairline is coming in.,2.25,2.9885613918304443
351," She looks mad at the guy and the guy is trying to figure out what he did, kind of funny .",1.25,3.800846576690674
352," This kid has his arms crossed and looks kind of upset, he might be in time out .",4.0,3.006620407104492
353, there is a burnt dead body on a table with a laceration on its left side.,6.75,3.602750539779663
354, There was a gun pointing towards someone.,6.5,3.3505704402923584
355, Probably a decent way to die though very quick/efficient.,1.5,2.6188552379608154
356, The baby is cute and seems happy.,2.0,2.61260724067688
357,"Sometimes I follow my breath, or I sit with the feeling of expansion in my chest.",6.5,3.6599478721618652
358, A lady is pointing at a man.,6.5,3.78800106048584
359, They are both standing next to other camouflaged soldiers.,6.5,3.1744847297668457
360," He looks relaxed, and the window is bright with trees outside.",4.25,3.792351245880127
361," The little girl, who looks older, is holding a blue pail.",6.75,3.248347282409668
362, Very marred body.,3.75,3.5750632286071777
363," It is dimly lit from the inside, but that might be the effect of the fire.",3.0,2.730907440185547
364," This image makes me feel romance, as if I am in some Victorian era melodrama with this being the hero who falls in love with the .",1.75,2.859286308288574
365, A man is skiing down a very steep slope.,6.0,4.88986349105835
366, It is cold because they have hats on.,3.25,5.39000129699707
367,  And seeing the eyes I can't imagine the suffering and I don't want to.,2.25,2.969451904296875
368, I feel pretty neutral towards this image but it does feel like this person is slightly judging me.,1.25,2.673567771911621
369, he could be a thief or murderer.,2.25,3.0928707122802734
370, That's a happy baby.,2.0,3.6313140392303467
371, the incident happened far from here.,6.75,3.391876697540283
372, the woman is holding her head and the man is gesturing at her.,6.5,2.6742005348205566
373, Person's features cannot be seen.,6.25,3.4343786239624023
374, I like the fact that interracial kids are reading together and hanging out together.,2.0,2.9569735527038574
375, It looks like it must be removed.,3.0,3.6460742950439453
376, a man is looking at the camera.,6.5,3.0468270778656006
377, He's smiling and seems to be looking at someone/something.,4.75,3.2702279090881348
378, She is impeaching him.,5.5,2.4347610473632812
379, I feel kind of hopeful.,1.5,3.863105297088623
380, it looks like a mutilated bloody face.,4.25,3.507290840148926
381, This one looks like burns maybe? Face is red and has lots of holes in it. I hate looking at holes in peoples.,2.5,3.243063449859619
382, There are multiple lacerations on his chest.,6.75,2.4108071327209473
383,There is a woman looking down and to the side with her finger on hr temple.,7.0,3.071444034576416
384, there is a dead beaten body with multiple stitches and some dried blood .,6.5,4.091039657592773
385, What happened? How did this happen? Can't tell gender of person.,2.75,2.5485544204711914
